Title,Authors,PublicationType,URL,KeyFindings,Abstract
Estimates of cancer incidence and mortality in Europe in 1995.,"Bray, Sankila, Ferlay, Parkin","Journal Article, Research Support, Non-U.S. Gov't",https://pubmed.ncbi.nlm.nih.gov/11750846/,"There were an estimated 2.6 million new cases of cancer in Europe in 1995, representing over one-quarter of the world burden of cancer. Overall incidence rates in men were highest in the Western European countries (420.9 per 100,000) Eastern European men had the second highest rates of cancer (414.2), with extremely high rates being observed in Hungary (566.6) and in the Czech Republic (480.5)","Cancer incidence and mortality estimates for 1995 are presented for the 38 countries in the four United Nations-defined areas of Europe, using World Health Organization mortality data and published estimates of incidence from national cancer registries. Additional estimation was required where national incidence data was not available, and the method involved incorporating the high quality incidence and mortality data available from the expanding number of population-based cancer registries in Europe. There were an estimated 2.6 million new cases of cancer in Europe in 1995, representing over one-quarter of the world burden of cancer. The corresponding number of deaths from cancer was approximately 1.6 million. After adjusting for differing population age structures, overall incidence rates in men were highest in the Western European countries (420.9 per 100,000), with only Austria having a rate under 400. Eastern European men had the second highest rates of cancer (414.2), with extremely high rates being observed in Hungary (566.6) and in the Czech Republic (480.5). The lowest male all-cancer rate by area was observed in the Northern European countries, with fairly low rates seen in Sweden (356.6) and the UK (377.8). In contrast to men, the highest rates in women were observed in Northern Europe (315.9) and were particularly high in Denmark (396.2) and the other Nordic countries excepting Finland. The rates of cancer in Eastern European women were lower than in the other three areas, although as with men, female rates were very high in Hungary (357.2) and in the Czech Republic (333.6). There was greater disparity in the mortality rates within Europe--generally, rates were highest in Eastern European countries, notably in Hungary, reflecting a combination of poorer cancer survival rates and a higher incidence of the more lethal neoplasms, notably cancer of the lung. Lung cancer, with an estimated 377,000 cases, was the most common cancer in Europe in 1995. Rates were particularly high in much of Eastern Europe reflecting current and past tobacco smoking habits of many of its inhabitants. Together with cancers of colon and rectum (334,000), and female breast (321,000), the three cancers represented approximately 40% of new cases in Europe. In men, the most common primary sites were lung (22% of all cancer cases), colon and rectum (12%) and prostate (11%), and in females, breast (26%), colon and rectum (14%) and stomach (7%). The number of deaths is determined by survival, as well as incidence; by far the most common cause of death was lung cancer (330,000)--about one-fifth of the total number of cancer deaths in Europe in 1995. Deaths from cancers of the colon and rectum (189,000) ranked second, followed by deaths from stomach cancer (152,000), which due to poorer survival ranked higher than breast cancer (124,000). Lung cancer was the most common cause of death from cancer in men (29%). Breast cancer was the leading cause of death in females (17%). Cancer registries are a unique source of information on cancer incidence and survival, and are used here with national mortality to demonstrate the very substantial burden of cancer in Europe, and the scope for prevention. Despite some provisos"
A randomized controlled trial of diet and physical activity in BRCA mutation carriers.,"Pasanisi, Bruno, Manoukian, Berrino","Journal Article, Randomized Controlled Trial",https://pubmed.ncbi.nlm.nih.gov/24162448/,"High serum levels of insulin-like growth factor I (IGF-I) are associated with an increased risk of sporadic breast cancer (BC) insulin and markers of insulin resistance, such as abdominal obesity, high blood glucose, high serum testosterone and metabolic syndrome, may affect both BC incidence and prognosis. Epidemiological observation suggested that weight, energy intake and physical activity may be relevant in BRCA mutation carriers.","High serum levels of insulin-like growth factor I (IGF-I) are associated with an increased risk of sporadic breast cancer (BC). Furthermore, insulin and markers of insulin resistance, such as abdominal obesity, high blood glucose, high serum testosterone and metabolic syndrome, may affect both BC incidence and prognosis. We hypothesized that all these factors might be relevant also for hereditary BC, due to a deleterious mutation of BRCA genes. Epidemiological observation suggested that weight, energy intake (usually associated with higher bio-availability of growth factors) and physical activity may be relevant in BRCA mutation carriers. Mechanistic studies hypothesized a functional interaction between BRCA genes and the IGF-I system. We have provided some evidence that high serum levels of IGF-I are associated with a significantly increased penetrance. We are recruiting a larger cohort of BRCA mutation carriers in order to test potential modulators of penetrance and prognosis. Within this cohort, we have planned a randomized controlled trial to test whether moderate calorie and protein restriction, together with physical activity, decrease IGF-I. Eligible study subjects are women with or without BC, aged 18-70, with a proven deleterious BRCA mutation, and without metastases. All the women will receive recommendations for the dietary prevention of cancer. The women will be then randomized into an active life-style intervention group and into a control group that will receive only the baseline recommendations. We expect to significantly reduce IGF-I in the intervention group. This trial and the subsequent cohort follow-up might open up primary prevention options for genetic BC."
Individual cancer risk as a function of current age and risk profile.,"Goossens, De GrÃ¨ve",Journal Article,https://pubmed.ncbi.nlm.nih.gov/20706123/,"People need to have a correct assessment of their own risk, which is often underestimated or overestimated. Currently, the method that is used most often is 'indirect cumulative risk' (ICR) We discuss several drawbacks of using ICR in individual counselling and therefore use an alternative method.","Behavioural changes are an important partner in the fight against cancer (primary prevention or the choice to participate in secondary prevention). To make such behavioural changes, people need to have a correct assessment of their own risk, which is often underestimated or overestimated. These risk estimates depend, among others, on the calculation method that is used. Currently, the method that is used most often is 'indirect cumulative risk' (ICR). We discuss several drawbacks of using ICR in individual counselling and therefore use an alternative method. In this alternative (life table method) we calculated 10-year risks for a whole range of cancers as a function of the current age and risk profile, while taking into account other causes of death. These estimates can easily be used to give an individualized assessment of the risk of cancer. Regardless of the risk estimation method used, the risk needs to be broken down for 'risk factors'. If only the risk for an average person of the population is given, this means a small overestimation for the non-risk group, but a significant underestimation for the at-risk group. When we compare the life table risk as a function of risk factors to the more commonly used ICR, large differences are found, especially in prostate, breast and lung carcinomas. The life table method, although it has certain limitations, has advantages over the ICR method for individual counselling. To our knowledge this is the first overview in which 10-year risks as a function of the current risk profile are given for multiple cancers. The calculated risks are primarily intended to better inform people who are considering preventive measures. For example, for a 40-year-old woman without familial risk who is considering the pros and cons of breast cancer mammographic screening, it is more interesting to know that she has a 0.7% chance of getting breast cancer in the next 5 years, rather than being told that 11% of women get breast cancer during their lives (ICR 0-74). Current smokers can now be given absolute risk reduction estimates of smoking cessation. To keep the life table risk estimates up to date, they must be repeated every couple of years, using up-to-date incidence and mortality data."
Survival of patients with multiple primary malignancies: a study of 783 patients with gastrointestinal stromal tumor.,"Pandurengan, Dumont, Araujo, Ludwig, Ravi, Patel, Garber, Benjamin, Strom, Trent","Clinical Trial, Journal Article, Research Support, N.I.H., Extramural, Research Support, Non-U.S. Gov't",https://pubmed.ncbi.nlm.nih.gov/20348145/,"A total of 783 patients with GIST were identified from 1995 to 2007. Of these, 153(20%) were identified with at least one additional primary. Patients with additional primaries were more often men (M : F 1.5 versus 1.3) and older (66 versus 53 years) More patients had another cancer diagnosed before (134) than after (52) GIST.","We sought to investigate the characteristics and survival rate of patients with gastrointestinal stromal tumor (GIST) associated with other primary malignancies. A total of 783 patients with GIST were identified from 1995 to 2007. Additional primaries included tumors not considered metastasis, invasion, or recurrence of GIST, nor non-melanoma skin cancer. Data on gender, age at diagnosis, follow-up time after diagnosis, and death were collected. Of the 783 patients with GIST, 153(20%) were identified with at least one additional primary. Patients with additional primaries were more often men (M : F 1.5 versus 1.3) and older (66 versus 53 years). More patients had another cancer diagnosed before (134) than after (52) GIST. Primaries observed before GIST were cancers of the prostate (25), breast (12), esophagus (9), and kidney (7) and melanoma (6). Lung (5) and kidney (5) primaries were the most frequent after GIST. The 5-year survival was 68% for patients with primaries before GIST, 61% for patients with primaries after GIST, 58% for patients with GIST only, and 49% for patients with two or more primaries in addition to GIST (P = 0.002). Approximately 20% of patients with GIST develop other cancers. Inferior median 5-year survival was observed in patients with GIST with two or more other cancers. The etiology and clinical implications of other malignancies in patients with GIST should be investigated."
Working women identify influences and obstacles to breast health practices.,"Stamler, Thomas, Lafreniere","Journal Article, Multicenter Study, Research Support, Non-U.S. Gov't",https://pubmed.ncbi.nlm.nih.gov/10868394/,"Age, education, breast health practices, influences on decision to participate in breast screening, and physician gender. For clinical breast exams, women preferred an expert in breast health, regardless of whether the professional was a physician or a nurse. Coworkers were identified as being a strong influence in the older group.","To identify factors contributing to participation in breast screening in working women to drive health education planning and implementation. Survey. Automotive plants in southern Canada. Union and nonunion women working in the plants. Survey using ""Health Care Practices: A Worksite Survey,"" modified for Canadian population. Age, education, breast health practices, influences on decision to participate in breast screening, and physician gender. Differences were noted among three age groups (under 30 years, 30-49 years, 50 years or older) in terms of influences and perceived barriers to the different modalities of breast screening. For clinical breast exams, women preferred an expert in breast health, regardless of whether the professional was a physician or a nurse. In all groups, the physician was noted as being very influential; however, perceptions of encouragement from the physician varied across the age groups. Perceptions of barriers to breast screening differed among the age groups and between women with male physicians and those with female physicians. Coworkers were identified as being a strong influence in the older group, whereas friends and family were identified as being more influential in the younger groups. Health promotion and education strategies may need to be stratified for different age groups. Breast health education may need to be seen as an ongoing educational process, with the target groups being both the women and the primary healthcare professionals. The worksite has strong potential as a setting for health promotion activities."
Cancer screening for the primary care physician.,"Ashkar, Bulbul, Sharara, Hourani, Hamadeh","Comparative Study, Journal Article, Review",https://pubmed.ncbi.nlm.nih.gov/12243426/,"Cancer screening guidelines are often conflicting leaving the primary care physician in a difficult position. Screening for some cancers, like lung cancer, has been considered of no benefit. For breast cancer, clinical examination and mammography are recommended every 1-2 years.","Cancer screening guidelines are developed by numerous agencies. These guidelines are often conflicting leaving the primary care physician in a difficult position. He (she) is requested to choose the best test for his or her patients taking into consideration the principles of screening, the test cost and most importantly the patient's emotional and physical well-being. Screening for some cancers, like lung cancer, has been considered of no benefit. Other cancers, like breast, colon, cervix and prostate, have been the subject of numerous recommendations: For breast cancer, clinical examination and mammography are recommended every 1-2 years for women between 50 to 70 years. For cervical cancer, PAP smear is suggested every 1-3 years and for colorectal cancer, a yearly fecal occult blood, sigmoidoscopy or colonoscopy every 5-10 years. Annual serum prostate specific antigen (PSA) and digital rectal examination screening for prostate cancer are still controversial."
A longitudinal cohort study ofÂ rural adolescent vs adult South African mothers and their children from birth to 24â€‰months.,"le Roux, Christodoulou, Stansert-Katzen, Dippenaar, Laurenzi, le Roux, Tomlinson, Rotheram-Borus","Comparative Study, Journal Article",https://pubmed.ncbi.nlm.nih.gov/30634932/,"Adolescent motherhood has been repeatedly linked to poor child outcomes. In rural South Africa, almost one in five pregnant women is an adolescent. Caretaking tasks influencing child growth, especially breastfeeding and securing the child grant appear as the greatest problems for adolescent compared to adult mothers.","Adolescent motherhood has been repeatedly linked to poor child outcomes in high income countries and urban areas in low- and middle-income countries. We examine the structural, personal, and caretaking challenges of adolescent mothers and their children in rural South Africa compared to adult mothers over the first 24 months post-birth. A cohort of sequential births (n = 470/493) in the rural OR Tambo District was recruited and reassessed at 3, 6, 9, 12, and at 24 months post-birth, with a retention rate above 84% at all timepoints. Maternal and child outcomes were examined over time using multiple linear and logistic regressions. Adolescent mothers reflect 17% of births (n = 76/458). Adolescent mothers were more likely to have water in their households, but less likely to live with a partner and to be seropositive for HIV than adult mothers. Risks posed by mental health symptoms, alcohol, and partner violence were similar. Adolescents exclusively breastfed for shorter time and it took longer for them to secure a child grant compared to adult mothers. Although obtaining immunizations was similar, growth was significantly slower for infants of adolescent mothers compared to adult mothers over time. In rural South Africa, almost one in five pregnant women is an adolescent. Caretaking tasks influencing child growth, especially breastfeeding and securing the child grant appear as the greatest problems for adolescent compared to adult mothers."
Risk prevalence and screening for cancer by general practitioners.,"Heywood, Sanson-Fisher, Ring, Mudge","Journal Article, Research Support, Non-U.S. Gov't",https://pubmed.ncbi.nlm.nih.gov/8047520/,"Study presents cancer risk prevalence and screening rates of patients attending general practitioners. Conditions addressed include smoking, skin cancer, Pap smears, clinical breast examinations, and mammography. Results raise questions for future cancer prevention policies.","This study presents cancer risk prevalence and screening rates of patients attending general practitioners. Conditions addressed include smoking, skin cancer, Pap smears, clinical breast examinations, and mammography. A cross-sectional study of 7,160 patients 18-75 years presenting to 230 general practitioners in a metropolitan and country region in Queensland, Australia, was used. Risk prevalence was assessed from patients' self-report of risk behaviors and screening prior to the consultation. Details of preventive care provided in the consultation were based on doctors' self-report at the conclusion of the consultation. Twenty-seven percent of men and 23% of women smoked, rates being highest in the younger age groups. Using national guidelines, prior screening had not occurred as recommended for men and women as follows: skin cancer screening--66% of men, 70% of women; cervical cancer screening--27%; clinical breast examination--45%; mammography--75%. These patients were thus categorized as ""at risk,"" and screening rates for these patients in the consultation were as follows: smokers--34%; skin cancer--5%; cervical cancer--16%; mammography--4%; clinical breast examination--8%. Significant numbers of patients presenting to general practitioners were at risk of developing cancer, according to national guidelines. Of these, only small proportions of all groups had a preventive intervention by their GP at the consultation identified in this study. While GPs generally see their role in prevention as important, these results raise questions for future cancer prevention policies and training of GPs."
Risk of fractures in half a million survivors of 20 cancers: a population-based matched cohort study using linked English electronic health records.,"Buzasi, Carreira, Funston, Mansfield, Forbes, Strongman, Bhaskaran",Journal Article,https://pubmed.ncbi.nlm.nih.gov/38335985/,"A history of multiple myeloma, prostate cancer, and breast cancer has been associated with adverse bone health. We aimed to compare the risk of any bone fracture and major osteoporotic fractures in survivors of a wide range of cancers versus cancer-free individuals. Crude incidence rates of fractures in cancer survivors ranged between 8Â·39 cases (95% CI 7Â·45-9Â·46) per 1000 person-years for thyroid cancer.","A history of multiple myeloma, prostate cancer, and breast cancer has been associated with adverse bone health, but associations across a broader range of cancers are unclear. We aimed to compare the risk of any bone fracture and major osteoporotic fractures in survivors of a wide range of cancers versus cancer-free individuals. In this population-based matched cohort study, we used electronic health records from the UK Clinical Practice Research Datalink linked to hospital data. We included adults (aged â‰¥18 years) eligible for linkage, and we restricted the study start to Jan 2, 1998, onwards and applied administrative censoring on Jan 31, 2020. The cancer survivor group included survivors of the 20 most common cancers. Each individual with cancer was matched (age, sex, and general practice) to up to five controls (1:5) who were cancer-free. The primary outcomes were any bone fracture and any major osteoporotic fracture (pelvic, hip, wrist, spine, or proximal humeral fractures) occurring more than 1 year after index date (ie, the diagnosis date of the matched individual with cancer). We used Cox regression models, adjusted for shared risk factors, to estimate associations between cancer survivorship and bone fractures. 578 160 adults with cancer diagnosed in 1998-2020 were matched to 3 226 404 cancer-free individuals. Crude incidence rates of fractures in cancer survivors ranged between 8Â·39 cases (95% CI 7Â·45-9Â·46) per 1000 person-years for thyroid cancer and 21Â·62 cases (20Â·18-23Â·18) per 1000 person-years for multiple myeloma. Compared with cancer-free individuals, the risk of any bone fracture was increased in 15 of 20 cancers, and of major osteoporotic fractures in 17 of 20 cancers. Effect sizes varied: adjusted hazard ratios (HRs) were largest for multiple myeloma (1Â·94, 95% CI 1Â·77-2Â·13) and prostate cancer (1Â·43, 1Â·39-1Â·47); HRs in the range 1Â·20-1Â·50 were seen for stomach, liver, pancreas, lung, breast, kidney, and CNS cancers; smaller associations (HR <1Â·20) were observed for malignant melanoma, non-Hodgkin lymphoma, leukaemia, and oesophageal, colorectal, and cervical cancers. Increased risks of major osteoporotic fracture were noted most substantially in multiple myeloma (2Â·25, 1Â·96-2Â·58) and CNS (2Â·12, 1Â·56-2Â·87), liver (1Â·62, 1Â·01-2Â·61), prostate (1Â·60, 1Â·53-1Â·67), and lung cancers (1Â·60, 1Â·44-1Â·77). Effect sizes tended to reduce over time since diagnosis but remained elevated for more than 5 years in several cancers, such as multiple myeloma and stomach, lung, breast, prostate, and CNS cancers. Survivors of most types of cancer were at increased risk of bone fracture for several years after cancer, with variation by cancer type. These findings can help to inform mitigation and prevention strategies. Wellcome Trust."
"Prevalence and determinants of diarrhoea among infants in selected primary health centres in Kaduna north local government area, Nigeria.","Dairo, Ibrahim, Salawu","Journal Article, Multicenter Study",https://pubmed.ncbi.nlm.nih.gov/29515727/,"Study was designed to determine the prevalence and identify determinants of diarrhoea among infants in Kaduna North Local Government Area (KNLGA), Nigeria. 630 mothers of infants attending three primary health care centers were interviewed. Promotion of hygiene and nutrition education for mothers particularly on proper infant feeding practices.","Despite efforts toward the prevention and management of diarrhoea, associated mortality among infants has remained high in Northern Nigeria. This study was designed to determine the prevalence and identify determinants of diarrhoea among infants in Kaduna North Local Government Area (KNLGA), Nigeria. In a cross-sectional survey 630 mothers of infants attending three primary health care centers were interviewed. Data was collected on socio-demo graphic characteristics, infant care practices, infant diarrhoea history and mothers knowledge of causes, symptoms and management of diarrhea. Data were analyzed using descriptive statistics, Chi-square, and logistic regression tests at 5% level of significance. Mothers' mean age was 27Â±5.5 years and 46.1% had secondary education. Infants' mean age was 22.4Â± 12.8 weeks and 50% were females. Prevalence of diarrhoea in the two weeks preceding the study was 21.1%. Only 11.7% of mothers had poor knowledge of diarrhoea. About 76.3% of mothers always washed their hands with soap after cleaning infants' perineum. Majority of infants (84.6%) completed age appropriate immunization while 31.6% were exclusively breastfed. Infants whose mothers sometimes (OR=2.32; 95% CI: 1.4-3.87) or never washed (OR=2.64; 95% CI: 1.19-5.82) their hands with soap after cleaning the infants perineumand those with incomplete age appropriate immunization (OR=1.87, 95% CI: 1.2-2.896) were more likely to have diarrhoea. Promotion of hygiene and nutrition education for mothers particularly on proper infant feeding practices, hand washing practices and complete immunization of infants is needed to address the diarrhea determinants."
Antibiotic Prophylaxis after Immediate Breast Reconstruction: The Reality of Its Efficacy.,"Ranganathan, Sears, Zhong, Chung, Chung, Kozlow, Momoh, Waljee",Journal Article,https://pubmed.ncbi.nlm.nih.gov/29240638/,"Postoperative antibiotic prophylaxis is commonly prescribed to decrease the risk of reconstructive failure, despite conflicting evidence regarding its effectiveness. This study looked at patients who underwent immediate implant reconstruction between 2010 and 2014 with at least 6 months of follow-up.","Numerous techniques are used to prevent infection after immediate implant-based breast reconstruction. Postoperative antibiotic prophylaxis is commonly prescribed to decrease the risk of reconstructive failure, despite conflicting evidence regarding its effectiveness. The authors studied whether postoperative antibiotic prophylaxis decreases the risk of infection-related explantation in the setting of immediate prosthesis-based breast reconstruction. Using Truven MarketScan databases, the authors identified all patients who underwent immediate implant reconstruction between January of 2010 and June of 2014 with at least 6 months of follow-up. Postoperative antibiotic prophylaxis was defined as any oral antibiotic course to be taken postoperatively based on prescriptions filled within 14 days preoperatively through 24 hours after discharge. Reconstructive failure, defined as explantation because of infection, was the primary outcome. Secondary outcomes of interest included wound complications, infection, and readmission for infection. Multivariable regression analyses controlled for demographic variables/comorbidities. Of the 7443 patients, 6049 (81 percent) filled prescriptions for postoperative antibiotic prophylaxis. These patients were equally likely to develop a wound complication (OR, 0.93; 95 percent CI, 0.71 to 1.23) or infection (OR, 0.89; 95 percent CI, 0.70 to 1.14), undergo explantation because of infection (OR, 0.82; 95 percent CI, 0.57 to 1.18), or require readmission for infection (OR, 1.21; 95 percent CI, 0.82 to 1.78) compared with those who did not receive antibiotics. There was no significant difference in the risk of infection-related outcomes based on postoperative antibiotic prophylaxis duration. Postoperative antibiotic prophylaxis was not associated with a reduced risk of infection or explantation following prosthesis-based breast reconstruction. Given rising rates of antibiotic resistance, focusing instead on technical considerations and the management of comorbid conditions may more effectively enhance the safety of breast reconstruction. Therapeutic, III."
Cancer prevalence in European registry areas.,"Micheli, Mugno, Krogh, Quinn, Coleman, Hakulinen, Gatta, Berrino, Capocaccia,","Journal Article, Research Support, Non-U.S. Gov't",https://pubmed.ncbi.nlm.nih.gov/12123330/,"Thirty-eight population-based cancer registries from 17 European countries, participating in EUROPREVAL, provided data on almost 3 million cancer patients diagnosed from 1970 to 1992. The prevalence of stomach, colon, rectum, lung, breast, cervix uteri, corpus uteri and prostate cancer, as well as of melanoma of skin, Hodgkin's disease, leukaemia and all malignant neoplasms combined, were estimated for the end of 1992.","Information on cancer prevalence is of major importance for health planning and resource allocation. However, systematic information on cancer prevalence is largely unavailable. Thirty-eight population-based cancer registries from 17 European countries, participating in EUROPREVAL, provided data on almost 3 million cancer patients diagnosed from 1970 to 1992. Standardised data collection and validation procedures were used and the whole data set was analysed using proven methodology. The prevalence of stomach, colon, rectum, lung, breast, cervix uteri, corpus uteri and prostate cancer, as well as of melanoma of skin, Hodgkin's disease, leukaemia and all malignant neoplasms combined, were estimated for the end of 1992. There were large differences between countries in the prevalence of all cancers combined; estimates ranged from 1170 per 100000 in the Polish cancer registration areas to 3050 per 100000 in southern Sweden. For most cancers, the Swedish, Swiss, German and Italian areas had high prevalence, and the Polish, Estonian, Slovakian and Slovenian areas had low prevalence. Of the total prevalent cases, 61% were women and 57% were 65 years of age or older. Cases diagnosed within 2 years of the reference date formed 22% of all prevalent cases. Breast cancer accounted for 34% of all prevalent cancers in females and colorectal cancer for 15% in males. Prevalence tended to be high where cancer incidence was high, but the prevalence was highest in countries where survival was also high. Prevalence was low where general mortality was high (correlation between general mortality and the prevalence of all cancers = -0.64) and high where gross domestic product was high (correlation = +0.79). Thus, the richer areas of Europe had higher prevalence, suggesting that prevalence will increase with economic development. EUROPREVAL is the largest project on prevalence conducted to date. It has provided complete and accurate estimates of cancer prevalence in Europe, constituting essential information for cancer management. The expected increases in prevalence with economic development will require more resources; allocation to primary prevention should therefore be prioritised."
Dual use of Veterans Affairs services and use of recommended ambulatory care.,"Ross, Keyhani, Keenan, Bernheim, Penrod, Boockvar, Krumholz, Siu",Journal Article,https://pubmed.ncbi.nlm.nih.gov/18388846/,"Exclusive and dual VA users reported similar rates of recommended ambulatory service use. Dual users were significantly more likely to be older and white, have higher incomes, have graduated from college, and be insured when compared with exclusive VA users.","Use of more than one health care system to obtain care is common among adults receiving care within the Veterans Affairs (VA) medical system. It is not known what effect using care from multiple sources has on the quality of care patients receive. To examine whether use of recommended ambulatory care services differs between exclusive and dual VA users. Cross-sectional analysis of the 2004 Behavior Risk Factor Surveillance System, a nationally-representative survey of community-dwelling adults aged 18 years or older. Our outcome measures were self-reported use of 18 recommended services for cancer prevention, cardiovascular risk reduction, diabetes management, and infectious disease prevention. We used multivariable logistic regression to examine the association between exclusive and dual VA use and use of recommended ambulatory services. There were 3470 exclusive VA users and 4523 dual VA users. Dual users were significantly more likely to be older and white, have higher incomes, have graduated from college, and be insured when compared with exclusive VA users. In unadjusted analyses, dual users received higher rates of recommended services. After adjustment for patient characteristics, use of recommended services was largely similar among exclusive and dual VA users. Exclusive VA users reported 14% greater use of breast cancer screening and 10% greater use of cholesterol monitoring among patients with hypercholesterolemia, and 6% lower use of prostate cancer screening and 7% lower use of influenza vaccination. After adjustment for patient characteristics, exclusive and dual VA users reported similar rates of recommended ambulatory service use."
Cancer surveillance. Who stands to benefit?,Lamon,Journal Article,https://pubmed.ncbi.nlm.nih.gov/4034450/,Surveillance or risk-oriented follow-up of patients in the individual practice setting may be the most efficacious means of reducing the morbidity and mortality associated with selected types of cancer. Intervention into carcinogenesis or alteration of the natural history of cancer requires a clear understanding of the pathogenesis of the disease.,"Currently, surveillance or risk-oriented follow-up of patients in the individual practice setting may be the most efficacious means of reducing the morbidity and mortality associated with selected types of cancer. Intervention into carcinogenesis or alteration of the natural history of cancer requires a clear understanding of the pathogenesis of the disease and patient acceptance of interval surveillance. Because etiologic information and patient compliance are frequently limited, careful scrutiny of recommendations for cancer screening or prevention is essential. It is through taking detailed family, occupational, and carcinogen-exposure histories and doing a thorough physical examination that the primary care physician can best utilize information regarding the risk of cancer and the benefits of available methods of prevention and treatment."
Time trends in cancer incidence and mortality in central Italy.,"Crocetti, Paci, Miccinesi, Costantini, Zappa",Journal Article,https://pubmed.ncbi.nlm.nih.gov/12195166/,"During 1985-1997 82 506 malignant tumours were diagnosed in the Tuscany Cancer Registry, central Italy. 54 979 cancer deaths registered in the period 1985-1999 by the Regional Mortality Registry were analysed. A statistically significant decrease in incidence was evidenced for stomach and gallbladder in both sexes.","Time trends in cancer incidence and mortality represent an essential tool for monitoring the changes in population lifestyle and in the environmental risks and the effectiveness of the health system on cancer control in a specific area. During 1985-1997 82 506 malignant tumours were diagnosed in the Tuscany Cancer Registry, central Italy (about 1 200 000 inhabitants) and 54 979 cancer deaths registered in the period 1985-1999 by the Regional Mortality Registry were analysed. A statistically significant decrease in incidence was evidenced for stomach and gallbladder in both sexes, and for oesophagus, larynx and lung among males. Significant increases were documented for melanomas of the skin, kidney and non-Hodgkin's lymphoma in both sexes for colon, prostate and Kaposi's sarcoma among males and for breast, thyroid and multiple myeloma among females. Mortality decreased significantly for stomach and thyroid in both sexes and for oral cavity and pharynx, oesophagus, rectum, larynx, lung, bone, prostate, testis and Hodgkin's disease among males and colon, gallbladder and breast among females. Mortality increased for soft tissue, brain and multiple myeloma. In conclusion, most of these data can be explained as the effect of the modifications that occurred in smoking habits between the sexes and as the consequence of the primary and secondary prevention activities that are ongoing in the area."
Utility of prechemotherapy echocardiographical assessment of cardiac abnormalities.,"Karanth, Roy, Joseph, de Pasquale, Karapetis, Koczwara",Journal Article,https://pubmed.ncbi.nlm.nih.gov/21120541/,Echocardiography provides both morphological and functional information offering a potential advantage over nuclear medicine gated blood pool scans which only estimate ejection fraction. This additional information may be relevant to management of patients receiving potentially cardiotoxic cancer treatment.,"Echocardiography provides both morphological and functional information offering a potential advantage over nuclear medicine gated blood pool scans which only estimate ejection fraction. This additional information may be relevant to management of patients receiving potentially cardiotoxic cancer treatment. We retrospectively audited all prechemotherapy echocardiograms (ECHO) ordered by medical oncologists at our institution over a 36 months period. The primary objective was to determine the frequency of cardiac abnormality detection on the initial ECHO. We also looked at the frequency of clinically relevant cardiac abnormalities other than ejection fraction abnormalities including diastolic dysfunction, intracardiac shunts, moderate-severe valvular abnormalities, pulmonary hypertension, ventricular hypertrophy, pericardial effusion, wall motional abnormalities, ventricular dysfunction/dilatation, cardiac tumours and congenital anomalies. Baseline ECHOs were analysed in 217 consecutive patients. Female patients comprised 89% of population, and the majority had breast cancer (75.5%). The median age of the patients at the time of ECHO was 55 years (range, 16 to 87); 13.4% of patients had at least one clinically relevant abnormality on ECHO. Systolic and moderate diastolic dysfunctions were seen in 5% and 2.7%, respectively. Aortic stenosis was seen in five (2.3%) patients. Atrial septal defects were seen in two patients, moderate mitral regurgitations in two patients and left atrial tumour in one patient. A total of 7.4% of patients had abnormalities, which would not have been detected by gated blood pool scan (GBPS). The ECHO resulted in change in chemotherapy plan in 2.8% and referral to cardiology in 3.7%. Our retrospective analysis suggests that prechemotherapy ECHO can provide more useful clinical information than the GBPS, which may impact on clinical management of cancer patients."
Insulin-like growth factor-binding protein-2 is a target for the immunomodulation of breast cancer.,"Park, Gad, Goodell, Dang, Wild, Higgins, Fintak, Childs, Dela Rosa, Disis","Journal Article, Research Support, N.I.H., Extramural",https://pubmed.ncbi.nlm.nih.gov/18922913/,Insulin-like growth factor-binding protein-2 (IGFBP-2) has direct effects on breast cancer proliferation via stimulation of critical signaling pathways. We questioned whether IGF BP-2 was an immune target in breast cancer. We found that T-cell immunity was preferentially detected in patients compared with controls.,"Breast cancer is immunogenic and well suited to treatment via immunomodulation. The disease is often treated to remission and time to relapse is generally measured in years in many cases. Immune-based therapeutics, such as cancer vaccines, may be able to affect the clinical progression of micrometastatic disease. Immune targets must be identified that have the potential to inhibit tumor growth. Insulin-like growth factor-binding protein-2 (IGFBP-2) has direct effects on breast cancer proliferation via stimulation of critical signaling pathways. We questioned whether IGFBP-2 was an immune target in breast cancer. IGFBP-2-specific IgG antibody immunity was preferentially detected in breast cancer patients compared with controls (P = 0.0008). To evaluate for the presence of T-cell immunity, we identified potential pan-HLA-DR binding epitopes derived from IGFBP-2 and tested the peptides for immunogenicity. The majority of epitopes elicited peptide-specific T cells in both patients and controls and had high sequence homology to bacterial pathogens. IGFBP-2 peptide-specific T cells could respond to naturally processed and presented IGFBP-2 protein, indicating that these peptides were native epitopes of IGFBP-2. Finally, both immunization with IGFBP-2 peptides as well as adoptive transfer of IGFBP-2-competent T cells mediated an antitumor effect in a transgenic mouse model of breast cancer. This is the first report of IGFBP-2 as a human tumor antigen that may be a functional therapeutic target in breast cancer."
