Title,Link,ArticleType,Abstract,SupplementaryDatasets
The complex nature of heterogeneity and its roles in breast cancer biology and therapeutic responsiveness,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9997040,Endocrinology,"Heterogeneity is a complex feature of cells and tissues with many interacting components. Depending on the nature of the research context, interacting features of cellular, drug response, genetic, molecular, spatial, temporal, and vascular heterogeneity may be present. We describe the various forms of heterogeneity with examples of their interactions and how they play a role in affecting cellular phenotype and drug responses in breast cancer. While cellular heterogeneity may be the most widely described and invoked, many forms of heterogeneity are evident within the tumor microenvironment and affect responses to the endocrine and cytotoxic drugs widely used in standard clinical care. Drug response heterogeneity is a critical determinant of clinical response and curative potential and also is multifaceted when encountered. The interactive nature of some forms of heterogeneity is readily apparent. For example, the process of metastasis has the properties of both temporal and spatial heterogeneity within the host, whereas each individual metastatic deposit may exhibit cellular, genetic, molecular, and vascular heterogeneity. This review describes the many forms of heterogeneity, their integrated activities, and offers some insights into how heterogeneity may be understood and studied in the future.",
Apple Peel Flavonoid Fraction 4 Suppresses Breast Cancer Cell Growth by Cytostatic and Cytotoxic Mechanisms,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6766994,Article,"Many dietary flavonoids possess anti-cancer activities. Here, the effect of apple peel flavonoid fraction 4 (AF4) on the growth of triple-negative (MDA-MB-231, MDA-MB-468), estrogen receptor-positive (MCF-7), and HER2-positive (SKBR3) breast cancer cells was determined and compared with the effect of AF4 on normal mammary epithelial cells and dermal fibroblasts. AF4 inhibited breast cancer cell growth in monolayer cultures, as well as the growth of MCF-7 spheroids, without substantially affecting the viability of non-malignant cells. A sub-cytotoxic concentration of AF4 suppressed the proliferation of MDA-MB-231 cells by inhibiting passage through the G",
An integrated genomic approach identifies that the PI3K/AKT/FOXO pathway is involved in breast cancer tumor initiation,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4823058,Research Paper,"Therapy resistance is one of the major impediments to successful cancer treatment. In breast cancer, a small subpopulation of cells with stem cell features, named breast cancer stem cells (BCSC), is responsible for metastasis and recurrence of the tumor. BCSC have the unique ability to grow under non-adherent conditions in “mammospheres”. To prevent breast cancer recurrence and metastasis it will be crucial to eradicate BCSC.",
The AGEs/RAGE Transduction Signaling Prompts IL-8/CXCR1/2-Mediated Interaction between Cancer-Associated Fibroblasts (CAFs) and Breast Cancer Cells,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9368521,Article,"Advanced glycation end products (AGEs) and the cognate receptor, named RAGE, are involved in metabolic disorders characterized by hyperglycemia, type 2 diabetes mellitus (T2DM) and obesity. Moreover, the AGEs/RAGE transduction pathway prompts a dysfunctional interaction between breast cancer cells and tumor stroma toward the acquisition of malignant features. However, the action of the AGEs/RAGE axis in the main players of the tumor microenvironment, named breast cancer-associated fibroblasts (CAFs), remains to be fully explored. In the present study, by chemokine array, we first assessed that interleukin-8 (IL-8) is the most up-regulated pro-inflammatory chemokine upon AGEs/RAGE activation in primary CAFs, obtained from breast tumors. Thereafter, we ascertained that the AGEs/RAGE signaling promotes a network cascade in CAFs, leading to the c-Fos-dependent regulation of IL-8. Next, using a conditioned medium from AGEs-exposed CAFs, we determined that IL-8/CXCR1/2 paracrine activation induces the acquisition of migratory and invasive features in MDA-MB-231 breast cancer cells. Altogether, our data provide new insights on the involvement of IL-8 in the AGEs/RAGE transduction pathway among the intricate connections linking breast cancer cells to the surrounding stroma. Hence, our findings may pave the way for further investigations to define the role of IL-8 as useful target for the better management of breast cancer patients exhibiting metabolic disorders.",
Merlin deficiency alters the redox management program in breast cancer,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8024723,Research Article,The expression of Merlin tumor suppressor protein encoded by Neurofibromin 2 (,
"Inflammatory, Oxidative Stress, and Cardiac Damage Biomarkers and
Radiation-Induced Fatigue in Breast Cancer Survivors",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9630726,Articles,,
Reduced Basal Nitric Oxide Production Induces Precancerous Mammary Lesions via ERBB2 and TGFβ,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6491486,Article,"One third of newly diagnosed breast cancers in the US are early-stage lesions. The etiological understanding and treatment of these lesions have become major clinical challenges. Because breast cancer risk factors are often linked to aberrant nitric oxide (NO) production, we hypothesized that abnormal NO levels might contribute to the formation of early-stage breast lesions. We recently reported that the basal level of NO in the normal breast epithelia plays crucial roles in tissue homeostasis, whereas its reduction contributes to the malignant phenotype of cancer cells. Here, we show that the basal level of NO in breast cells plummets during cancer progression due to reduction of the NO synthase cofactor, BH",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6491486/bin/41598_2019_43239_MOESM1_ESM.pdf
Cytotoxic and radiosensitising effects of a novel thioredoxin reductase inhibitor in breast cancer,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8426295,Preclinical Studies,"Radiotherapy is an effective treatment modality for breast cancer but, unfortunately, not all patients respond fully with a significant number experiencing local recurrences. Overexpression of thioredoxin and thioredoxin reductase has been reported to cause multidrug and radiation resistance - their inhibition may therefore improve therapeutic efficacy. Novel indolequinone compounds have been shown, in pancreatic cancer models, to inhibit thioredoxin reductase activity and exhibit potent anticancer activity. The present study evaluates, using in vitro breast cancer models, the efficacy of a novel indolequinone compound (IQ9) as a single agent and in combination with ionising radiation using a variety of endpoint assays including cell proliferation, clonogenic survival, enzyme activity, and western blotting. Three triple-negative breast cancer (MDA-MB-231, MDA-MB-468, and MDA-MB-436) and two luminal (MCF-7 and T47D) breast cancer cell lines were used. Results show that treatment with IQ9 significantly inhibited thioredoxin reductase activity, and inhibited cell growth and colony formation of breast cancer cells with IC",
Metformin: The Answer to Cancer in a Flower? Current Knowledge and Future Prospects of Metformin as an Anti-Cancer Agent in Breast Cancer,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6995629,Review,"Interest has grown in studying the possible use of well-known anti-diabetic drugs as anti-cancer agents individually or in combination with, frequently used, chemotherapeutic agents and/or radiation, owing to the fact that diabetes heightens the risk, incidence, and rapid progression of cancers, including breast cancer, in an individual. In this regard, metformin (1, 1-dimethylbiguanide), well known as ‘Glucophage’ among diabetics, was reported to be cancer preventive while also being a potent anti-proliferative and anti-cancer agent. While meta-analysis studies reported a lower risk and incidence of breast cancer among diabetic individuals on a metformin treatment regimen, several in vitro, pre-clinical, and clinical studies reported the efficacy of using metformin individually as an anti-cancer/anti-tumor agent or in combination with chemotherapeutic drugs or radiation in the treatment of different forms of breast cancer. However, unanswered questions remain with regards to areas such as cancer treatment specific therapeutic dosing of metformin, specificity to cancer cells at high concentrations, resistance to metformin therapy, efficacy of combinatory therapeutic approaches, post-therapeutic relapse of the disease, and efficacy in cancer prevention in non-diabetic individuals. In the current article, we discuss the biology of metformin and its molecular mechanism of action, the existing cellular, pre-clinical, and clinical studies that have tested the anti-tumor potential of metformin as a potential anti-cancer/anti-tumor agent in breast cancer therapy, and outline the future prospects and directions for a better understanding and re-purposing of metformin as an anti-cancer drug in the treatment of breast cancer.",
Breast cancer microenvironment and obesity: challenges for therapy,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9470689,Article,"Women with obesity who develop breast cancer have a worsened prognosis with diminished survival rates and increased rates of metastasis. Obesity is also associated with decreased breast cancer response to endocrine and chemotherapeutic treatments. Studies utilizing multiple in vivo models of obesity as well as human breast tumors have enhanced our understanding of how obesity alters the breast tumor microenvironment. Changes in the complement and function of adipocytes, adipose-derived stromal cells, immune cells, and endothelial cells and remodeling of the extracellular matrix all contribute to the rapid growth of breast tumors in the context of obesity. Interactions of these cells enhance secretion of cytokines and adipokines as well as local levels of estrogen within the breast tumor microenvironment that promote resistance to multiple therapies. In this review, we will discuss our current understanding of the impact of obesity on the breast tumor microenvironment, how obesity-induced changes in cellular interactions promote resistance to breast cancer treatments, and areas for development of treatment interventions for breast cancer patients with obesity.",
Serum Levels of Irisin and Omentin-1 in Breast Neoplasms and Their Association with Tumor Histology,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7920698,Research Article,"Breast cancer is associated with obesity, possibly due to direct effects of adipokines and myokines, such as omentin-1 and irisin. In this study, we aimed to evaluate omentin-1 and irisin levels in women with benign and/or malignant breast neoplasms vs. healthy controls. Disease-free individuals (",
Anti-neoplastic action of Cimetidine/Vitamin C on histamine and the PI3K/AKT/mTOR pathway in Ehrlich breast cancer,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9262990,Article,"The main focus of our study is to assess the anti-cancer activity of cimetidine and vitamin C via combating the tumor supportive role of mast cell mediators (histamine, VEGF, and TNF-α) within the tumor microenvironment and their effect on the protein kinase A(PKA)/insulin receptor substrate-1(IRS-1)/phosphatidylinositol-3-kinase (PI3K)/serine/threonine kinase-1 (AKT)/mammalian target of rapamycin (mTOR) cue in Ehrlich induced breast cancer in mice. In vitro study was carried out to evaluate the anti-proliferative activity and combination index (CI) of the combined drugs. Moreover, the Ehrlich model was induced in mice via subcutaneous injection of Ehrlich ascites carcinoma cells (EAC) in the mammary fat pad, and then they were left for 9 days to develop obvious solid breast tumor. The combination therapy possessed the best anti-proliferative effect, and a CI < 1 in the MCF7 cell line indicates a synergistic type of drug interaction. Regarding the in vivo study, the combination abated the elevation in the tumor volume, and serum tumor marker carcinoembryonic antigen (CEA) level. The serum vascular endothelial growth factor (VEGF) level and immunohistochemical staining for CD34 as markers of angiogenesis were mitigated. Additionally, it reverted the state of oxidative stress and inflammation. Meanwhile, it caused an increment in apoptosis, which prevents tumor survival. Furthermore, it tackled the elevated histamine and cyclic adenosine monophosphate (cAMP) levels, preventing the activation of the (PKA/IRS-1/PI3K/AKT/mTOR) cue. Finally, we concluded that the synergistic combination provided a promising anti-neoplastic effect via reducing the angiogenesis, oxidative stress, increasing apoptosis,as well as inhibiting the activation of PI3K/AKT/mTOR cue, and suggesting its use as a treatment option for breast cancer.","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9262990/bin/41598_2022_15551_MOESM1_ESM.jpg, https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9262990/bin/41598_2022_15551_MOESM2_ESM.jpg, https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9262990/bin/41598_2022_15551_MOESM3_ESM.jpg, https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9262990/bin/41598_2022_15551_MOESM4_ESM.jpg, https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9262990/bin/41598_2022_15551_MOESM5_ESM.jpg, https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9262990/bin/41598_2022_15551_MOESM6_ESM.pdf, https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9262990/bin/41598_2022_15551_MOESM7_ESM.jpg, https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9262990/bin/41598_2022_15551_MOESM8_ESM.jpg, https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9262990/bin/41598_2022_15551_MOESM9_ESM.jpg"
Role of Nrf2 Signaling Cascade in Breast Cancer: Strategies and Treatment,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9098811,Pharmacology,"Breast cancer is the second leading cancer among all types of cancers. It accounts for 12% of the total cases of cancers. The complex and heterogeneous nature of breast cancer makes it difficult to treat in advanced stages. The expression of various enzymes and proteins is regulated by several molecular pathways. Oxidative stress plays a vital role in cellular events that are generally regulated by nuclear factor erythroid 2-related factor 2 (Nrf2). The exact mechanism of Nrf2 behind cytoprotective and antioxidative properties is still under investigation. In healthy cells, Nrf2 expression is lower, which maintains antioxidative stress; however, cancerous cells overexpress Nrf2, which is associated with various phenomena, such as the development of drug resistance, angiogenesis, development of cancer stem cells, and metastasis. Aberrant Nrf2 expression diminishes the toxicity and potency of therapeutic anticancer drugs and provides cytoprotection to cancerous cells. In this article, we have discussed the attributes associated with Nrf2 in the development of drug resistance, angiogenesis, cancer stem cell generation, and metastasis in the specific context of breast cancer. We also discussed the therapeutic strategies employed against breast cancer exploiting Nrf2 signaling cascades.",
,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10178828,Article,Triple-negative breast cancer (TNBC) is insensitive to target therapy for non-TNBC and needs novel drug discovery. Extracts of the traditional herb,
The Metabolic Mechanisms of Breast Cancer Metastasis,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7817624,Oncology,"Breast cancer is one of the most common malignancy among women worldwide. Metastasis is mainly responsible for treatment failure and is the cause of most breast cancer deaths. The role of metabolism in the progression and metastasis of breast cancer is gradually being emphasized. However, the regulatory mechanisms that conduce to cancer metastasis by metabolic reprogramming in breast cancer have not been expounded. Breast cancer cells exhibit different metabolic phenotypes depending on their molecular subtypes and metastatic sites. Both intrinsic factors, such as",
Zinc finger protein 32 promotes breast cancer stem cell-like properties through directly promoting GPER transcription,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6255875,Article,"Breast cancer is one of the leading causes of death in women. Due to the existence of a small fraction of stem cell-like subpopulations, some breast cancer subtypes exhibit very high malignancy and resistance to multiple therapies. The underlying mechanisms of how these subtypes acquire stem cell-like properties and progress more aggressively remain largely unknown. Zinc finger protein 32 (ZNF32), a newly discovered transcription factor, has been reported to be associated with breast cancer progression. However, many questions remain about its target genes and its exact mechanisms in regulating stem cell-like properties and drug resistance. In the present study, we examined the relationship between ZNF32 and GPER, a membrane-associated estrogen receptor, and we addressed their roles in stemness regulation in human breast cancer cell lines. Our results showed that ZNF32 could induce expansion of stem cell-like subpopulations and increase drug resistance by upregulating GPER expression, in which ERK activation was also implicated. We also illustrated that ZNF32 induced GPER expression via a ZNF32 binding sequence located within the GPER promoter region. A correlation between ZNF32/GPER expression and increased tumor incidence and burden was observed in xenograft mouse models. We conclude that ZNF32 can engage GPER/ERK signalling and confer breast cancer stem cell-like properties, which may indicate poor prognosis of breast cancer patients. ZNF32 and GPER targeted therapies might provide new solutions for breast cancer treatment.","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6255875/bin/41419_2018_1144_MOESM1_ESM.jpg, https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6255875/bin/41419_2018_1144_MOESM2_ESM.jpg, https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6255875/bin/41419_2018_1144_MOESM3_ESM.jpg, https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6255875/bin/41419_2018_1144_MOESM4_ESM.jpg, https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6255875/bin/41419_2018_1144_MOESM5_ESM.doc, https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6255875/bin/41419_2018_1144_MOESM6_ESM.doc"
"Metabolic Health, Insulin, and Breast Cancer: Why Oncologists Should Care About Insulin",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7045050,Endocrinology,Studies investigating the potential link between adult pre-menopausal obesity [as measured by body mass index (BMI)] and triple-negative breast cancer have been inconsistent. Recent studies show that BMI is not an exact measure of metabolic health; individuals can be obese (BMI > 30 kg/m,
Quinolinate Phosphoribosyltransferase Promotes Invasiveness of Breast Cancer Through Myosin Light Chain Phosphorylation,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7890081,Endocrinology,Perturbed Nicotinamide adenine dinucleotide (NAD,
"Phytochemical Targeting of Mitochondria for Breast Cancer Chemoprevention, Therapy, and Sensitization",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9692881,Review,"Breast cancer is a common and deadly disease that causes tremendous physical, emotional, and financial burden on patients and society. Early-stage breast cancer and less aggressive subtypes have promising prognosis for patients, but in aggressive subtypes, and as cancers progress, treatment options and responses diminish, dramatically decreasing survival. Plants are nutritionally rich and biologically diverse organisms containing thousands of metabolites, some of which have chemopreventive, therapeutic, and sensitizing properties, providing a rich source for drug discovery. In this study we review the current landscape of breast cancer with a central focus on the potential role of phytochemicals for treatment, management, and disease prevention. We discuss the relevance of phytochemical targeting of mitochondria for improved anti-breast cancer efficacy. We highlight current applications of phytochemicals and derivative structures that display anti-cancer properties and modulate cancer mitochondria, while describing future applicability and identifying areas of promise.",
DEAD-box helicase 27 enhances stem cell-like properties with poor prognosis in breast cancer,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8344201,Research,,"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8344201/bin/12967_2021_3011_MOESM1_ESM.tif, https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8344201/bin/12967_2021_3011_MOESM2_ESM.docx"
"Molecular profiling of a lethal tumor microenvironment, as defined by stromal caveolin-1 status in breast cancers",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3142463,Report,"Breast cancer progression and metastasis are driven by complex and reciprocal interactions, between epithelial cancer cells and their surrounding stromal microenvironment. We have previously shown that a loss of stromal Cav-1 expression is associated with an increased risk of early tumor recurrence, metastasis and decreased overall survival. To identify and characterize the signaling pathways that are activated in Cav-1 negative tumor stroma, we performed gene expression profiling using laser microdissected breast cancer-associated stroma. Tumor stroma was laser capture microdissected from 4 cases showing high stromal Cav-1 expression and 7 cases with loss of stromal Cav-1. Briefly, we identified 238 gene transcripts that were upregulated and 232 gene transcripts that were downregulated in the stroma of tumors showing a loss of Cav-1 expression (p ≤ 0.01 and fold-change ≥1.5). Gene set enrichment analysis (GSEA) revealed “stemness,” inflammation, DNA damage, aging, oxidative stress, hypoxia, autophagy and mitochondrial dysfunction in the tumor stroma of patients lacking stromal Cav-1. Our findings are consistent with the recently proposed “Reverse Warburg Effect” and the “Autophagic Tumor Stroma Model of Cancer Metabolism.” In these two complementary models, cancer cells induce oxidative stress in adjacent stromal cells, which then forces these stromal fibroblasts to undergo autophagy/mitophagy and aerobic glycolysis. This, in turn, produces recycled nutrients (lactate, ketones and glutamine) to feed anabolic cancer cells, which are undergoing oxidative mitochondrial metabolism. Our results are also consistent with previous biomarker studies showing that the increased expression of known autophagy markers (such as ATG16L and the cathepsins) in the tumor stroma is specifically associated with metastatic tumor progression and/or poor clinical outcome.",
Metastatic and triple-negative breast cancer: challenges and treatment options,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6133085,Review Article,"The major current conventional types of metastatic breast cancer (MBC) treatments include surgery, radiation, hormonal therapy, chemotherapy, or immunotherapy. Introducing biological drugs, targeted treatment and gene therapy can potentially reduce the mortality and improve the quality of life in patients with MBC. However, combination of several types of treatment is usually recommended. Triple negative breast cancer (TNBC) accounts for 10–20% of all cases of breast carcinoma and is characterized by the low expression of progesterone receptor (PR), estrogen receptor (ER), and human epidermal growth factor receptor 2 (HER2). Consequently, convenient treatments used for MBC that target these receptors are not effective for TNBC which therefore requires special treatment approaches. This review discusses the occurrence of MBC, the prognosis and predictive biomarkers of MBC, and focuses on the novel advanced tactics for treatment of MBC and TNBC. Nanotechnology-based combinatorial approach for the suppression of EGFR by siRNA and gifitinib is described.",
HBXIP is a novel regulator of the unfolded protein response that sustains tamoxifen resistance in ER+ breast cancer,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8908272,Research Article,"Endocrine-therapy-resistant estrogen receptor–positive (ER+) breast cancer cells often exhibit an augmented capacity to maintain endoplasmic reticulum (EnR) homeostasis under adverse conditions. Oncoprotein hepatitis B X-interacting protein (HBXIP) is a known transcriptional coactivator that promotes cancer development. However, it is unclear whether HBXIP participates in maintaining EnR homeostasis and promoting drug resistance in ER+ breast cancer. Here, we report that tamoxifen-resistant (TmaR) breast cancer cells exhibit increased expression of HBXIP, which acts as an inactivator of the unfolded protein response (UPR) to diminish tamoxifen-induced EnR stress. We show that HBXIP deficiency promotes EnR-associated degradation, enhances UPR-element reporter activity and cellular oxidative stress, and ultimately attenuates the growth of TmaR cells",
Three Dimensional Engineered Models to Study Hypoxia Biology in Breast Cancer,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7442747,Article,"Breast cancer is the second leading cause of mortality among women worldwide. Despite the available therapeutic regimes, variable treatment response is reported among different breast cancer subtypes. Recently, the effects of the tumor microenvironment on tumor progression as well as treatment responses have been widely recognized. Hypoxia and hypoxia inducible factors in the tumor microenvironment have long been known as major players in tumor progression and survival. However, the majority of our understanding of hypoxia biology has been derived from two dimensional (2D) models. Although many hypoxia-targeted therapies have elicited promising results",
Micronutrient Status and Breast Cancer: A Narrative Review,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11084730,Review,"Breast cancer is one of the most common cancers worldwide, at the same time being one of the most prevalent causes of women’s death. Many factors such as alcohol, weight fluctuations, or hormonal replacement therapy can potentially contribute to breast cancer development and progression. Another important factor in breast cancer onset includes micronutrient status. In this narrative review, we analyzed 23 micronutrients and their possible influence on breast cancer onset and progression. Further, the aim of this study was to investigate the impact of micronutrient status on the prevention of breast cancer and its possible influence on various therapeutic pathways. We researched meta-analyses, systemic and narrative reviews, retrospective studies, as well as original studies on human and animal models. The results of these studies indicate a possible correlation between the different levels of micronutrients and a decreased risk of breast cancer as well as a better survival rate. However, further studies are necessary to establish adequate doses of supplementation of the chosen micronutrients and the exact mechanisms of micronutrient impact on breast cancer therapy.",
Chemoprevention of Breast Cancer With Vitamins and Micronutrients: A Concise Review,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6689356,Review Article,"Numerous dietary components and vitamins have been found to inhibit the molecular events and signalling pathways associated with various stages of breast cancer development. To identify the vitamins and dietary micronutrients that exert protective effects against breast cancer and define their mechanism of action, we performed a literature review of in vitro, animal and epidemiological studies and selected the in vitro and animal studies with robust molecular evidence and the epidemiological studies reporting statistically significant inverse associations for a breast cancer-specific protective effect. There is sufficient evidence from in vitro, animal and epidemiological human studies that certain vitamins, such as vitamin D3, folate, vitamin B6, and beta carotene as well as dietary micronutrients, such as curcumin, piperine, sulforaphane, indole-3-carbinol, quercetin, epigallocatechin gallate (EGCG) and omega-3 polyunsaturated fatty acids (PUFAs), display an antitumoral activity against breast cancer and have the potential to offer a natural strategy for breast cancer chemoprevention and reduce the risk of breast cancer recurrence. Therefore, a supplement that contains these micronutrients, using the safest form and dosage should be investigated in future breast cancer chemoprevention studies and as part of standard breast cancer therapy.",
Redox status in the sentinel lymph node of women with breast cancer,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5810224,Original Articles,,
Theranostic Interpolation of Genomic Instability in Breast Cancer,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8836911,Review,"Breast cancer is a diverse disease caused by mutations in multiple genes accompanying epigenetic aberrations of hazardous genes and protein pathways, which distress tumor-suppressor genes and the expression of oncogenes. Alteration in any of the several physiological mechanisms such as cell cycle checkpoints, DNA repair machinery, mitotic checkpoints, and telomere maintenance results in genomic instability. Theranostic has the potential to foretell and estimate therapy response, contributing a valuable opportunity to modify the ongoing treatments and has developed new treatment strategies in a personalized manner. “Omics” technologies play a key role while studying genomic instability in breast cancer, and broadly include various aspects of proteomics, genomics, metabolomics, and tumor grading. Certain computational techniques have been designed to facilitate the early diagnosis of cancer and predict disease-specific therapies, which can produce many effective results. Several diverse tools are used to investigate genomic instability and underlying mechanisms. The current review aimed to explore the genomic landscape, tumor heterogeneity, and possible mechanisms of genomic instability involved in initiating breast cancer. We also discuss the implications of computational biology regarding mutational and pathway analyses, identification of prognostic markers, and the development of strategies for precision medicine. We also review different technologies required for the investigation of genomic instability in breast cancer cells, including recent therapeutic and preventive advances in breast cancer.",
Natural Small Molecules in Breast Cancer Treatment: Understandings from a Therapeutic Viewpoint,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9000328,Review,"Breast cancer (BrCa) is the most common malignancy in women and the second most significant cause of death from cancer. BrCa is one of the most challenging malignancies to treat, and it accounts for a large percentage of cancer-related deaths. The number of cases requiring more effective BrCa therapy has increased dramatically. Scientists are looking for more productive agents, such as organic combinations, for BrCa prevention and treatment because most chemotherapeutic agents are linked to cancer metastasis, the resistance of the drugs, and side effects. Natural compounds produced by living organisms promote apoptosis and inhibit metastasis, slowing the spread of cancer. As a result, these compounds may delay the spread of BrCa, enhancing survival rates and reducing the number of deaths caused by BrCa. Several natural compounds inhibit BrCa production while lowering cancer cell proliferation and triggering cell death. Natural compounds, in addition to therapeutic approaches, are efficient and potential agents for treating BrCa. This review highlights the natural compounds demonstrated in various studies to have anticancer properties in BrCa cells. Future research into biological anti-BrCa agents may pave the way for a new era in BrCa treatment, with natural anti-BrCa drugs playing a key role in improving BrCa patient survival rates.",
A positive feedback loop between ZEB2 and ACSL4 regulates lipid metabolism to promote breast cancer metastasis,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10712958,Research Article,"Lipid metabolism plays a critical role in cancer metastasis. However, the mechanisms through which metastatic genes regulate lipid metabolism remain unclear. Here, we describe a new oncogenic–metabolic feedback loop between the epithelial–mesenchymal transition transcription factor ZEB2 and the key lipid enzyme ACSL4 (long-chain acyl-CoA synthetase 4), resulting in enhanced cellular lipid storage and fatty acid oxidation (FAO) to drive breast cancer metastasis. Functionally, depletion of ZEB2 or ACSL4 significantly reduced lipid droplets (LDs) abundance and cell migration. ACSL4 overexpression rescued the invasive capabilities of the ZEB2 knockdown cells, suggesting that ACSL4 is crucial for ZEB2-mediated metastasis. Mechanistically, ZEB2-activated ACSL4 expression by directly binding to the ACSL4 promoter. ACSL4 binds to and stabilizes ZEB2 by reducing ZEB2 ubiquitination. Notably, ACSL4 not only promotes the intracellular lipogenesis and LDs accumulation but also enhances FAO and adenosine triphosphate production by upregulating the FAO rate-limiting enzyme CPT1A (carnitine palmitoyltransferase 1 isoform A). Finally, we demonstrated that ACSL4 knockdown significantly reduced metastatic lung nodes in vivo. In conclusion, we reveal a novel positive regulatory loop between ZEB2 and ACSL4, which promotes LDs storage to meet the energy needs of breast cancer metastasis, and identify the ZEB2–ACSL4 signaling axis as an attractive therapeutic target for overcoming breast cancer metastasis.",
Inducing ferroptosis has the potential to overcome therapy resistance in breast cancer,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9730886,Immunology,"Breast cancer is the most common type of malignancy among women. Due to the iron-dependent character of breast cancer cells, they are more sensitive to ferroptosis compared to normal cells. It is possible to reverse tumor resistance by inducing ferroptosis in breast cancer cells, thereby improving tumor treatment outcomes. Ferroptosis is highly dependent on the balance of oxidative and antioxidant status. When ferroptosis occurs, intracellular iron levels are significantly increased, leading to increased membrane lipid peroxidation and ultimately triggering ferroptosis. Ferroptotic death is a form of autophagy-associated cell death. Synergistic use of nanoparticle-loaded ferroptosis-inducer with radiotherapy and chemotherapy achieves more significant tumor suppression and inhibits the growth of breast cancer by targeting cancer tissues, enhancing the sensitivity of cells to drugs, reducing the drug resistance of cancer cells and the toxicity of drugs. In this review, we present the current status of breast cancer and the mechanisms of ferroptosis. It is hopeful for us to realize effective treatment of breast cancer through targeted ferroptosis.",
Oxidative stress regulation and related metabolic pathways in epithelial–mesenchymal transition of breast cancer stem cells,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10685711,Review,"Epithelial–mesenchymal transition (EMT) is a cell remodeling process in which epithelial cells undergo a reversible phenotype switch via the loss of adhesion capacity and acquisition of mesenchymal characteristics. In other words, EMT activation can increase invasiveness and metastatic properties, and prevent the sensitivity of tumor cells to chemotherapeutics, as mesenchymal cells have a higher resistance to chemotherapy and immunotherapy. EMT is orchestrated by a complex and multifactorial network, often linked to episodic, transient, or partial events. A variety of factors have been implicated in EMT development. Based on this concept, multiple metabolic pathways and master transcription factors, such as Snail, Twist, and ZEB, can drive the EMT. Emerging evidence suggests that oxidative stress plays a significant role in EMT induction. One emerging theory is that reducing mitochondrial-derived reactive oxygen species production may contribute to EMT development. This review describes how metabolic pathways and transcription factors are linked to EMT induction and addresses the involvement of signaling pathways.",
"PERK, Beyond an Unfolded Protein Response Sensor in Estrogen-Induced Apoptosis in Endocrine-Resistant Breast Cancer",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8816868,Reviews,The discovery of 17β-estradiol (E,
